P14,3.9276021830988808
P6,2.8015691547096604
P10,2.7321628861297462
P4,2.5468488285581623
P22,2.376882707439078
P17,2.0558880043647783
P3,1.5743153930157725
P15,1.5021463857691524
P9,1.3806332572880184
P7,1.2162082381882369
P21,0.9894379528392914
P5,0.8700963542016316
P12,0.8165969802184395
P2,0.5372004070847536
P19,0.36084351324182373
P23,0.35778583647848966
P11,0.30768719774912906
P24,0.25185118011178986
P1,0.159598145632468
P18,0.1374033184614586
P16,0.13274631960996197
P20,0.08305852850394531
P13,0.07176049718717083
P8,0.0
